"title";"reference";"requirements";"hours";"tasks";"activities";"location";"salary";"type";"period";"link"
"183";"Área de Talento";"51214";"Datos de interés, Grado de Relaciones Laborales, Grado de Psicología, Grado de Turismo, Máster U. en Gestión de Recursos Humanos. Interv. Psicológica y Pedagógica, Inglés, Grado de Pedagogía";"5";"Suport al Departament de RRHH Corporatiu amb:- Publicació d'ofertes d'ocupació.- RRSS.- Selecció de personal.- Interpretació tests de personalitat.- Suport en polítiques globals.- Enquestes de clima laboral.- Restablir sinergies amb departaments com màrqueting.";"AGENCIAS DE VIAJES";"Palma";"450";"Prácticas para estudiantes universitarios grado y postgrado";"01/02/2018 - 31/07/2018";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51214.html?locale=es"
"184";"Beca al Servei d'Informàtica del Parlament Illes Balears";"51212";"Datos de interés, Grado de Ingeniería Informática, Grado de Ingeniería Telemática";"5";"-Assistència tècnica i formació als usuaris-Manteniment del parc microinformàtic i ofimàtic-Segons perfil i capacitació: i)Col·laboració en projectes de desenvolupament ii) Col·laboració en projectes i tasques de manteniment de sistemes, networking, comunicacions i audiovisuals ii) Participació en futurs projectes per a dispositius mòbils-Altres tasques d'assistència i col·laboració";"";"Palma";"600";"Prácticas para estudiantes universitarios grado y postgrado";"02/01/2019 - 30/09/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51212.html?locale=es"
"185";"técnico de recursos humanos";"51210";"Datos de interés, Licenciatura en psicología, Grado de Psicología, Diplomatura en relaciones laborales, Grado de Relaciones Laborales, Grado de Pedagogía, Dirección de RRHH, Gestión de RRHH y Consultoría Organizacional, Igualdad de Oportunidades, Inserción laboral. Incorpora, Relaciones Laborales y Seguridad Social, Estudios universitarios de posgrado";;"Incorporación en el Departamento de Recursos Humanos, vinculado al equipo de Desarrollo y Planificación de Recursos Humanos, para la participación en definición, desarrollo, implantación y mantenimiento de protocolos y procesos relativos a formación del personal, gestión de candidatos y selección de personal, descripción y valoración de puestos de trabajo,  estancias por prácticas formativas en la entidad y otras colaboraciones, plan de igualdad, EFR, beneficios sociales, informes e indicadores de actividad, cumplimentación de encuestas, así como cualquier iniciativa que se determine en el ámbito de desarrollo de RRHH.Apoyo puntual en momentos de especial actividad en el ámbito de la gestión laboral, informes e indicadores, cumplimentación de encuestas, atención de consultas e incidencias del personal, asesoramiento e información, contestación de escritos, etc...Apoyo puntual en momentos de especial actividad en tareas de administración de personal, concernientes a contratación, comunicaciones a S.S. y SEPE, nómina, interfase contable, seguros sociales, absentismo e ITs, informes e indicadores.";"Entidad colaboradora con la Seguridad Social";"Palma";"21400";"Oferta laboral";"25/02/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51210.html?locale=es"
"186";"Oferta contable y tributario";"50974";"Datos de interés, Grado de Administración de Empresas";"5";"Contabilidad, presentación de impuestos, tributación, atención a clientes, facturación, y tareas propias del departamento";"Despacho laboral fiscal contable mercantil y tributario";"Calvià";"600";"Prácticas para estudiantes universitarios grado y postgrado";"07/01/2019 - 05/05/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50974.html?locale=es"
"187";"Agente inmobiliario autónomo/a con idiomas";"50516";"Datos de interés, Inglés, Alemán, Castellano, Doble titulación: grado de administración de empresas y grado de derecho, Grado de Administración de Empresas, Licenciatura en administración y dirección de empresas";;"-Captar propiedades-Realizar visitas con los clientes a propiedades-Preparar contratos de venta";"Inmobiliaria Internacional con base en 48 países y 9 oficinas en mallorca";"Andratx";"1200";"Oferta laboral";"12/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50516.html?locale=es"
"188";"Psicólogo/a";"48622";"Datos de interés, Grado de Psicología, Licenciatura en psicología, Máster Universitario de Psicología General Sanitari";;"Funciones de psicología en centro de reconocimientos.";"";"Manacor";"A convenir";"Oferta laboral";"10/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-48622.html?locale=es"
"189";"Museo de Historia de Manacor - Ayuntamiento Manacor";"51105";"Datos de interés, Grado de Historia del Arte, Grado de Historia, Máster Universitario en Patrimonio Cultural: Investigación y Gestión, Open Office";"5";"Tareas de inventario, catalogación y difusión de las colecciones del Museo de Historia de Manacor.";"Administració pública";"Manacor";"450";"Prácticas para estudiantes universitarios grado y postgrado";"07/01/2019 - 10/07/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51105.html?locale=es"
"190";"Desarrollador/a Web";"51043";"Datos de interés, PHP, Java Script, HTML, Ingeniería técnica en informática de gestión, Grado de Ingeniería en Informática de Gestión, Grado de Ingeniería Informática";;"Buscamos un/a Desarrollador/a Web para el desarrollo de webs corporativas con funcionalidades personalizadas sobre plataforma Wordpress y para la creación de pequeñas web apps, con los requisitos que detallamos a continuación: -Programador web / frontend-Alto nivel de PHP y MySQL-Alto nivel de Javascript, JQuery y VUE-Conocimientos de LESS o precompiladores de CSS-Conocimientos del entorno Wordpress-Nociones de desarrollo de Apps.";"Marketing y publicidad";"Palma";"20000";"Oferta laboral";"02/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51043.html?locale=es"
"191";"Ayudante de auditor/a";"51013";"Datos de interés, Microsoft Excel, Licenciatura en administración y dirección de empresas, Diplomatura en ciencias empresariales, Licenciatura en economía, Grado de Administración de Empresas, Grado de Economía, Máster Universitario en Contabilidad y Auditoria, Inglés, Alemán, Microsot Access, Contaplus";;"- Efectuar revisiones de documentación de las operaciones sometidas a auditoría.- La realización de pruebas sustantivas a las diferentes áreas de los balances.- Elaborar papeles de trabajo de las auditorías.- Realizar arqueos de caja y presa de inventarios.- Colaborar en la elaboración de informes de auditoría, aportando información y antecedentes del trabajo realizado";"Treballs de verificació i revisió propis de l'Auditoria de Comptes";"Palma";"A convenir";"Oferta laboral";"17/12/2018 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51013.html?locale=es"
"192";"Ingeniero/a Industrial o ing. técnico/a en of. técnica";"50322";"Datos de interés, Ingeniería técnica industrial, Ingeniería industrial, Grado de Ingeniería Electrónica Industrial y Automática, Máster Universitario en Ingenería Industrial";;"Realización de proyectos integrales de instalaciones (climatización, ventilación, electricidad, telecomunicaciones, domótica, contra incendios, fontanería, saneamiento, energías renovables, piscinas, combustibles, etc.) en viviendas, locales y hoteles.";"Servicios Técnicos de Ingeniería";"Palma";"Según valía";"Oferta laboral";"07/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50322.html?locale=es"
"193";"Oficial jardinero o peón de jardinería";"16500";"NA";;;"Servicios de jardinería";"Palma";;;"21/12/2018 - 28/02/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-16500.html?locale=es"
"194";"Profesor/a Alemán";"51205";"Datos de interés, Alemán, Grado de Traducción e Interpretación: Inglés y Alemán, Licenciatura en filología alemana";;"Docente curso Alemán SOIB";"";"Manacor";"20€/Hora";"Oferta laboral";"07/01/2019 - 28/02/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51205.html?locale=es"
"195";"Delineante / Aparejador/a";"51201";"Datos de interés, Grado de Ingeniería de Edificación, Inglés, Microsoft Excel";"4";"Apoyo a la realización de presupuestosGrabación de datos en programas de seguimiento de obras Apoyo a la verificación de unidades de obra ejecutadasApoyo a negociación con proveedores";"SERVICIOS DIVERSOS A OTRAS EMPRESAS";"Pollença";"360";"Prácticas para estudiantes universitarios grado y postgrado";"15/01/2019 - 05/09/2019";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-51201.html?locale=es"
"196";"Informador/a Oficinas Turísticas";"50514";"Datos de interés, Alemán, Inglés, Catalán, Castellano, Animador/a turístico/a, Guía de turismo, Licenciatura en historia del arte, Licenciatura en geografía, Diplomatura en turismo, Licenciatura en historia, Grado de Historia, Grado de Historia del Arte, Grado de Turismo, Grado de Geografía, Guia turístico, Informador juvenil, Beca Erasmus, Beca Erasmus";;"Informar a turistas, excursionistas y residentes, tantopresencialmente como a través de consultas (correo postal, fax,telefónicamente, correo electrónico de las ofertas turísticas,culturales).";"Serveis";"Palma";"13000";"Oferta laboral";"07/01/2019 - ";"https://wwws.fueib.es/fueib/doip/cercaOfertes/detallOferta-50514.html?locale=es"
